,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
21509,44,management,married,tertiary,no,0,no,yes,cellular,19,aug,70,2,-1,0,unknown,no
20279,31,management,single,tertiary,no,498,no,no,cellular,11,aug,182,2,-1,0,unknown,no
22663,48,management,divorced,tertiary,no,0,no,no,cellular,25,aug,110,3,-1,0,unknown,no
35105,53,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,91,3,-1,0,unknown,no
11003,59,services,married,primary,no,124,no,no,unknown,17,jun,41,2,-1,0,unknown,no
39985,39,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,2,121,1,failure,no
40439,31,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,2,49,3,failure,yes
27816,52,technician,married,secondary,no,-35,no,yes,cellular,28,jan,165,1,-1,0,unknown,no
41911,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
36408,46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
44677,70,retired,divorced,secondary,no,6850,no,no,telephone,3,sep,228,1,182,4,failure,no
43366,59,retired,married,primary,no,4007,no,no,cellular,26,mar,157,2,116,4,failure,no
6609,38,technician,single,secondary,no,2751,yes,no,unknown,28,may,185,1,-1,0,unknown,no
40791,55,technician,married,tertiary,no,199,no,no,cellular,11,aug,151,1,-1,0,unknown,no
42002,56,management,married,secondary,no,0,no,no,cellular,27,oct,298,1,111,8,other,yes
27035,44,technician,single,secondary,no,3959,yes,no,cellular,21,nov,187,1,-1,0,unknown,no
36756,35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,300,1,success,yes
6567,38,entrepreneur,married,secondary,no,2849,yes,no,unknown,28,may,166,3,-1,0,unknown,no
9188,50,technician,divorced,tertiary,no,1044,no,no,unknown,5,jun,400,2,-1,0,unknown,no
23751,30,technician,single,secondary,no,1286,no,no,telephone,28,aug,44,12,-1,0,unknown,no
33319,60,admin.,married,secondary,no,1914,yes,no,cellular,20,apr,65,1,287,3,failure,no
8518,32,blue-collar,married,secondary,no,1780,yes,yes,unknown,3,jun,238,6,-1,0,unknown,no
42667,36,admin.,divorced,secondary,no,592,no,no,cellular,14,jan,96,7,93,7,success,no
22124,37,technician,married,secondary,no,28,no,no,cellular,21,aug,101,2,-1,0,unknown,no
13010,44,blue-collar,single,primary,no,-24,no,no,telephone,7,jul,564,1,-1,0,unknown,no
13362,30,blue-collar,married,primary,no,374,yes,no,cellular,8,jul,225,2,-1,0,unknown,no
37394,35,blue-collar,married,secondary,no,2737,yes,no,cellular,13,may,199,3,-1,0,unknown,no
12508,50,services,married,primary,no,-15,no,yes,unknown,2,jul,71,1,-1,0,unknown,no
25910,48,management,married,secondary,no,0,no,no,cellular,19,nov,20,4,-1,0,unknown,no
23452,59,management,married,tertiary,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no
43173,65,unemployed,married,secondary,no,3195,no,no,telephone,2,mar,904,1,-1,0,unknown,yes
33688,24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes
33223,33,blue-collar,single,primary,no,910,yes,no,cellular,20,apr,42,1,-1,0,unknown,no
8125,29,admin.,single,secondary,no,2768,yes,no,unknown,2,jun,121,4,-1,0,unknown,no
43092,55,retired,divorced,secondary,no,2204,no,no,cellular,22,feb,261,1,264,1,failure,yes
6709,38,technician,divorced,secondary,no,-478,yes,no,unknown,28,may,154,1,-1,0,unknown,no
19618,49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,76,3,-1,0,unknown,no
11274,44,services,divorced,secondary,no,608,yes,yes,unknown,18,jun,19,30,-1,0,unknown,no
31368,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,yes
6943,27,technician,single,secondary,no,648,yes,no,unknown,28,may,198,3,-1,0,unknown,no
6960,55,blue-collar,married,primary,no,81,yes,no,unknown,28,may,172,1,-1,0,unknown,no
23045,51,technician,divorced,secondary,no,-471,no,no,cellular,26,aug,169,2,-1,0,unknown,no
18905,47,services,married,primary,no,0,yes,no,cellular,4,aug,226,1,-1,0,unknown,no
14554,44,admin.,married,secondary,no,100,yes,no,cellular,15,jul,71,4,-1,0,unknown,no
32834,27,blue-collar,single,secondary,no,-116,yes,yes,cellular,17,apr,432,2,343,1,failure,no
6754,47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown,no
31718,27,admin.,single,tertiary,no,2068,no,no,cellular,7,apr,49,2,-1,0,unknown,no
2649,36,blue-collar,divorced,secondary,no,719,yes,no,unknown,13,may,1052,1,-1,0,unknown,no
31324,70,retired,married,unknown,no,1236,no,no,cellular,12,mar,58,4,-1,0,unknown,no
305,50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,-1,0,unknown,no
9255,49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,no
42361,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
44635,37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success,yes
27599,39,entrepreneur,married,secondary,no,1171,no,yes,cellular,21,nov,205,2,-1,0,unknown,no
11811,46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,-1,0,unknown,no
7970,31,admin.,single,secondary,no,17,yes,no,unknown,2,jun,52,3,-1,0,unknown,no
28766,56,unemployed,married,secondary,no,670,no,no,cellular,30,jan,86,1,-1,0,unknown,no
9830,39,blue-collar,married,primary,no,0,no,no,unknown,9,jun,173,1,-1,0,unknown,no
43,54,retired,married,secondary,no,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,no
24564,42,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,unknown,no
20543,52,blue-collar,married,primary,no,273,yes,no,cellular,12,aug,128,2,-1,0,unknown,no
32362,31,admin.,married,secondary,no,297,yes,no,cellular,16,apr,357,2,-1,0,unknown,no
8739,42,management,married,tertiary,no,344,yes,yes,unknown,4,jun,66,2,-1,0,unknown,no
44330,31,management,single,tertiary,no,1761,yes,no,telephone,29,jul,332,3,440,3,failure,yes
23605,42,services,married,secondary,no,59,no,no,cellular,28,aug,144,13,-1,0,unknown,no
29867,37,services,single,secondary,no,342,yes,no,cellular,4,feb,127,1,273,1,failure,no
44082,32,management,single,tertiary,no,623,no,no,cellular,6,jul,335,3,194,2,failure,yes
11303,53,retired,married,secondary,no,357,no,no,unknown,18,jun,154,2,-1,0,unknown,no
1468,33,blue-collar,married,secondary,no,527,yes,yes,unknown,8,may,81,2,-1,0,unknown,no
16276,30,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,232,1,-1,0,unknown,no
41493,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
43481,30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
42874,76,retired,married,primary,no,2223,no,no,telephone,4,feb,429,1,-1,0,unknown,yes
39002,30,technician,married,secondary,no,-146,yes,yes,cellular,18,may,167,1,-1,0,unknown,no
810,36,blue-collar,married,secondary,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,no
1365,36,services,single,secondary,no,-45,yes,no,unknown,8,may,289,1,-1,0,unknown,no
32121,39,admin.,single,secondary,no,238,yes,no,cellular,15,apr,417,1,-1,0,unknown,no
7651,33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,no
7481,44,blue-collar,single,primary,no,1593,yes,no,unknown,29,may,828,3,-1,0,unknown,yes
6596,52,admin.,single,secondary,no,1964,no,yes,unknown,28,may,332,1,-1,0,unknown,no
3405,54,admin.,married,unknown,no,907,yes,no,unknown,15,may,71,1,-1,0,unknown,no
13466,43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,1,-1,0,unknown,yes
34339,56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,unknown,yes
28374,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown,no
3272,47,admin.,divorced,secondary,no,106,yes,no,unknown,15,may,303,1,-1,0,unknown,no
11203,37,self-employed,married,secondary,no,2235,no,no,unknown,18,jun,94,1,-1,0,unknown,no
3821,38,unemployed,married,primary,no,113,yes,no,unknown,16,may,27,2,-1,0,unknown,no
37938,31,blue-collar,married,secondary,no,150,yes,no,telephone,14,may,68,2,-1,0,unknown,no
30595,51,management,married,tertiary,no,-321,no,no,cellular,6,feb,470,2,9,2,other,no
31832,35,management,married,tertiary,no,24,yes,no,cellular,8,apr,169,1,231,2,failure,no
1351,46,blue-collar,married,primary,no,-768,yes,no,unknown,8,may,194,3,-1,0,unknown,no
21443,32,technician,single,tertiary,no,20,yes,yes,cellular,18,aug,193,5,-1,0,unknown,no
3882,41,unemployed,married,secondary,no,356,yes,no,unknown,16,may,80,2,-1,0,unknown,no
7465,43,technician,married,secondary,no,-235,yes,yes,unknown,29,may,260,2,-1,0,unknown,no
30160,31,management,divorced,tertiary,no,106,yes,no,cellular,5,feb,67,2,202,1,failure,no
42037,25,management,single,tertiary,no,667,no,no,cellular,29,oct,408,2,-1,0,unknown,no
21968,46,blue-collar,married,primary,no,620,yes,no,cellular,20,aug,174,2,-1,0,unknown,no
30030,34,services,married,secondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure,no
3061,40,housemaid,divorced,primary,no,2610,yes,no,unknown,14,may,301,3,-1,0,unknown,no
23316,42,technician,married,secondary,no,9324,no,no,cellular,27,aug,67,4,-1,0,unknown,no
11150,49,technician,single,secondary,no,1202,yes,no,unknown,18,jun,122,1,-1,0,unknown,no
18360,57,entrepreneur,married,unknown,no,20584,no,no,telephone,31,jul,28,2,-1,0,unknown,no
29346,38,technician,married,secondary,no,581,yes,no,cellular,2,feb,223,2,272,1,failure,no
29051,30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
15791,25,admin.,single,secondary,no,105,no,yes,cellular,21,jul,392,1,-1,0,unknown,no
30613,46,management,married,tertiary,no,1698,yes,no,cellular,6,feb,90,1,-1,0,unknown,no
32054,32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,297,2,-1,0,unknown,no
38640,45,self-employed,single,secondary,no,2762,yes,no,cellular,15,may,18,6,-1,0,unknown,no
10166,38,services,married,secondary,no,433,no,no,unknown,11,jun,148,1,-1,0,unknown,no
32211,67,retired,married,primary,no,2301,no,no,cellular,16,apr,124,1,-1,0,unknown,no
27874,38,blue-collar,married,secondary,no,105,yes,no,cellular,28,jan,158,1,265,2,failure,no
41821,39,management,married,tertiary,no,184,no,no,cellular,15,oct,206,1,168,5,unknown,no
24491,46,admin.,divorced,secondary,no,-637,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
5361,56,blue-collar,married,primary,no,246,yes,no,unknown,23,may,438,1,-1,0,unknown,no
21422,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes
17560,47,housemaid,divorced,primary,no,61,no,no,cellular,29,jul,69,5,-1,0,unknown,no
16228,48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,70,5,-1,0,unknown,no
24285,38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
42573,78,retired,divorced,primary,no,4917,no,no,cellular,29,dec,195,2,-1,0,unknown,no
16335,60,retired,married,primary,no,566,no,yes,cellular,23,jul,423,1,-1,0,unknown,no
26741,35,blue-collar,married,secondary,no,911,yes,no,cellular,20,nov,434,2,181,5,other,no
29861,32,services,single,secondary,no,746,no,no,cellular,4,feb,305,1,-1,0,unknown,no
34446,51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown,no
28276,32,admin.,single,secondary,no,566,yes,no,cellular,29,jan,61,1,-1,0,unknown,no
12987,43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,122,2,-1,0,unknown,no
8437,45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,jun,34,1,-1,0,unknown,no
16433,32,admin.,single,secondary,no,458,no,yes,cellular,23,jul,125,2,-1,0,unknown,no
24545,46,services,divorced,secondary,no,0,no,no,cellular,17,nov,407,1,150,3,success,no
6195,34,admin.,married,secondary,no,256,no,no,unknown,27,may,388,2,-1,0,unknown,no
26929,53,services,single,secondary,no,1162,yes,no,cellular,21,nov,322,1,-1,0,unknown,no
33222,53,management,married,tertiary,no,696,yes,no,cellular,20,apr,12,6,-1,0,unknown,no
37781,29,admin.,married,tertiary,no,111,no,no,cellular,14,may,208,1,-1,0,unknown,no
14279,51,management,married,tertiary,no,248,yes,yes,cellular,14,jul,78,3,-1,0,unknown,no
27763,55,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,unknown,yes
43518,52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
17518,60,retired,married,secondary,yes,879,yes,yes,cellular,29,jul,62,8,-1,0,unknown,no
31525,58,technician,married,secondary,no,1,no,no,cellular,2,apr,333,1,64,2,failure,no
7693,36,unemployed,single,tertiary,no,577,yes,no,unknown,30,may,155,1,-1,0,unknown,no
32226,33,self-employed,married,tertiary,no,666,yes,no,cellular,16,apr,297,1,-1,0,unknown,no
2569,53,admin.,divorced,secondary,no,592,yes,no,unknown,13,may,151,1,-1,0,unknown,no
2643,35,technician,divorced,secondary,no,556,yes,no,unknown,13,may,214,1,-1,0,unknown,no
689,40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
42066,62,blue-collar,married,primary,no,115,no,no,telephone,29,oct,157,4,183,3,failure,no
735,35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
8086,31,admin.,single,tertiary,no,7505,yes,yes,unknown,2,jun,258,1,-1,0,unknown,no
12663,50,blue-collar,married,secondary,no,1329,yes,yes,telephone,4,jul,141,2,-1,0,unknown,no
14908,30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,9,-1,0,unknown,yes
24064,33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes
1164,30,services,married,secondary,no,442,yes,no,unknown,8,may,137,2,-1,0,unknown,no
14073,60,services,divorced,primary,no,58,no,yes,cellular,11,jul,165,2,-1,0,unknown,no
4081,60,admin.,married,secondary,no,12210,yes,no,unknown,19,may,256,1,-1,0,unknown,no
14551,61,retired,married,secondary,no,76,yes,no,cellular,15,jul,195,7,-1,0,unknown,no
43437,31,management,single,tertiary,no,3289,no,no,cellular,12,apr,235,1,314,1,failure,no
24637,42,unemployed,married,primary,no,2636,no,no,cellular,17,nov,178,2,151,1,failure,no
30412,33,services,single,secondary,no,3358,yes,no,cellular,5,feb,502,2,-1,0,unknown,no
18543,35,blue-collar,divorced,primary,no,4401,yes,no,cellular,31,jul,465,4,-1,0,unknown,no
14740,54,technician,divorced,secondary,no,765,yes,yes,cellular,15,jul,812,3,-1,0,unknown,no
37876,35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,1,346,2,failure,yes
43708,65,retired,married,unknown,no,679,no,no,cellular,13,may,593,2,178,1,success,no
4773,33,admin.,single,secondary,no,892,yes,no,unknown,21,may,151,1,-1,0,unknown,no
145,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no
11590,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown,yes
26968,41,management,single,tertiary,no,1982,no,no,cellular,21,nov,558,1,-1,0,unknown,yes
3408,30,blue-collar,married,primary,no,124,yes,no,unknown,15,may,126,4,-1,0,unknown,no
32930,34,blue-collar,married,primary,no,170,yes,yes,telephone,17,apr,599,4,275,7,other,no
21914,32,technician,single,secondary,no,-22,yes,no,cellular,20,aug,215,2,-1,0,unknown,no
17416,30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no
18012,46,admin.,divorced,secondary,no,1203,no,no,cellular,30,jul,227,8,-1,0,unknown,no
43702,28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,unknown,yes
30908,76,retired,married,primary,no,2590,no,no,telephone,9,feb,68,12,-1,0,unknown,no
39312,29,blue-collar,single,secondary,no,1472,no,no,cellular,18,may,246,2,-1,0,unknown,no
27708,42,services,single,unknown,no,410,no,no,cellular,21,nov,34,2,-1,0,unknown,no
5511,31,technician,single,tertiary,no,426,yes,no,unknown,23,may,82,7,-1,0,unknown,no
43885,34,admin.,married,secondary,no,592,yes,no,unknown,8,jun,49,1,-1,0,unknown,no
14198,36,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,no
9898,47,admin.,divorced,secondary,no,-364,yes,yes,unknown,9,jun,240,2,-1,0,unknown,no
6570,39,blue-collar,married,tertiary,no,206,yes,yes,unknown,28,may,153,3,-1,0,unknown,no
14545,35,blue-collar,single,secondary,no,3508,yes,no,cellular,15,jul,94,3,-1,0,unknown,no
42542,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
39828,58,technician,married,tertiary,no,883,no,no,cellular,1,jun,373,2,-1,0,unknown,no
44414,49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,2,92,4,success,yes
10106,50,management,married,unknown,no,8345,no,no,unknown,11,jun,561,1,-1,0,unknown,no
25516,37,management,divorced,tertiary,no,2519,yes,no,cellular,19,nov,58,1,-1,0,unknown,no
14751,60,entrepreneur,married,secondary,no,480,no,yes,telephone,15,jul,341,6,-1,0,unknown,no
21653,40,unknown,married,tertiary,no,119,no,no,cellular,19,aug,258,2,-1,0,unknown,no
15521,28,admin.,single,secondary,no,305,yes,no,telephone,18,jul,277,1,-1,0,unknown,no
1732,31,admin.,married,secondary,no,535,no,no,unknown,9,may,249,3,-1,0,unknown,no
8115,34,self-employed,single,tertiary,no,72,yes,no,unknown,2,jun,69,1,-1,0,unknown,no
37173,50,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,172,1,370,1,failure,no
30529,57,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,-1,0,unknown,no
20064,34,management,married,tertiary,no,1433,no,no,cellular,8,aug,170,3,-1,0,unknown,no
4611,36,management,single,secondary,no,360,yes,no,unknown,20,may,271,1,-1,0,unknown,no
34987,34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure,no
10218,41,entrepreneur,married,secondary,no,2480,yes,no,unknown,11,jun,394,2,-1,0,unknown,no
14180,28,blue-collar,married,primary,no,565,no,no,cellular,11,jul,189,2,-1,0,unknown,no
1448,29,management,divorced,tertiary,no,607,yes,yes,unknown,8,may,240,3,-1,0,unknown,no
18089,34,management,single,secondary,no,356,yes,no,cellular,30,jul,52,7,-1,0,unknown,no
7758,27,services,single,tertiary,no,3021,yes,no,unknown,30,may,388,7,-1,0,unknown,no
24805,40,admin.,single,secondary,no,0,yes,no,cellular,18,nov,341,1,-1,0,unknown,no
40998,33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,yes
8304,33,admin.,divorced,primary,no,1416,yes,no,unknown,2,jun,239,4,-1,0,unknown,no
9916,41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352,1,-1,0,unknown,no
13873,38,admin.,married,secondary,no,260,yes,no,cellular,10,jul,446,1,-1,0,unknown,no
38885,31,management,single,tertiary,no,62,yes,no,cellular,18,may,175,1,293,5,failure,no
35666,45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
31804,33,management,single,tertiary,no,259,no,no,cellular,8,apr,195,6,-1,0,unknown,no
43981,21,student,single,unknown,no,762,no,no,cellular,24,jun,288,1,-1,0,unknown,no
37880,51,blue-collar,married,secondary,no,500,no,no,cellular,14,may,471,1,-1,0,unknown,no
27649,41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,nov,12,5,190,1,failure,no
14242,25,services,single,secondary,no,-41,no,yes,cellular,14,jul,114,2,-1,0,unknown,no
648,41,management,married,tertiary,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
18257,54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,unknown,no
23650,53,services,married,secondary,no,658,no,no,cellular,28,aug,18,25,-1,0,unknown,no
2281,34,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,no
35428,31,management,single,secondary,no,202,yes,no,cellular,7,may,590,1,-1,0,unknown,no
6780,25,admin.,married,secondary,no,894,yes,no,unknown,28,may,328,1,-1,0,unknown,no
14380,58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,0,unknown,no
1171,36,blue-collar,married,secondary,no,-147,yes,no,unknown,8,may,156,1,-1,0,unknown,no
22556,59,retired,married,primary,no,0,no,no,cellular,22,aug,347,1,-1,0,unknown,no
37490,35,blue-collar,married,secondary,no,635,yes,no,cellular,13,may,265,2,-1,0,unknown,no
44544,55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,yes
